ticker,date,sector,pct_positive,pct_negative,pct_neutral,sentiment_score,uncertainty_rate,call_date,actual_date,CAR+1,CAR+5,CAR+10,CAR+20,CAR-1,CAR-5,CAR-10,event_day_CAR,label
JNJ,2025-01-22,Healthcare,0.4267,0.1067,0.4667,0.32,4.9222,2025-01-22,2025-01-22,0.003973,0.048111,0.068506,0.101496,-0.025061,-0.038061,-0.007404,0.003973,1
JNJ,2025-04-15,Healthcare,0.48,0.04,0.48,0.44,5.6564,2025-04-15,2025-04-15,0.024116,0.015531,-0.01398,-0.140226,-0.001993,-0.05871,0.044056,0.024116,0
JNJ,2025-07-16,Healthcare,0.44,0.0333,0.5267,0.4067,4.4148,2025-07-16,2025-07-16,-0.017043,0.010213,-0.001354,0.025389,0.058589,0.054133,0.046187,-0.017043,0
JNJ,2025-10-14,Healthcare,0.54,0.0133,0.4467,0.5267,4.1732,2025-10-14,2025-10-14,-0.002763,-0.008284,-0.058034,-0.015749,0.00096,0.020674,0.035214,-0.002763,0
JNJ,2026-01-21,Healthcare,0.5133,0.0333,0.4533,0.48,4.7679,2026-01-21,2026-01-21,-0.003021,0.02992,0.074349,0.133905,-0.012458,0.032472,0.073819,-0.003021,1
JPM,2023-04-14,Financial,0.3267,0.1867,0.4867,0.14,9.2904,2023-04-14,2023-04-14,0.004341,0.013677,-0.011945,-0.031265,0.077953,0.080343,0.064272,0.004341,0
JPM,2023-07-14,Financial,0.3533,0.1467,0.5,0.2067,8.2431,2023-07-14,2023-07-14,0.020631,0.028131,0.030668,0.039327,0.006669,0.013153,0.025878,0.020631,1
JPM,2023-10-13,Financial,0.3267,0.2,0.4733,0.1267,8.8973,2023-10-13,2023-10-13,-0.011535,-0.010228,-0.034925,-0.03172,0.02,0.015423,0.018675,-0.011535,0
JPM,2024-01-12,Financial,0.4133,0.12,0.4667,0.2933,8.8003,2024-01-12,2024-01-12,-0.002599,-0.007932,-0.008839,-0.011108,-0.008033,-0.037413,-0.001198,-0.002599,0
JPM,2024-04-12,Financial,0.3133,0.1667,0.52,0.1467,8.6068,2024-04-12,2024-04-12,0.013075,0.04718,0.063607,0.067867,-0.050875,-0.059626,-0.058734,0.013075,1
JPM,2024-07-12,Financial,0.3533,0.08,0.5667,0.2733,8.8229,2024-07-12,2024-07-12,0.022184,0.04326,0.063389,0.052412,-0.018407,-0.008914,0.009744,0.022184,1
JPM,2024-10-11,Financial,0.32,0.1533,0.5267,0.1667,7.5057,2024-10-11,2024-10-11,-0.011822,0.005212,0.001022,0.033975,0.038411,0.040891,0.048289,-0.011822,1
JPM,2025-01-15,Financial,0.3933,0.1,0.5067,0.2933,8.8985,2025-01-15,2025-01-15,0.009532,0.025266,0.042246,0.066393,0.00153,0.030701,0.052139,0.009532,1
JPM,2025-04-11,Financial,0.3267,0.08,0.5933,0.2467,12.0459,2025-04-11,2025-04-11,-0.015967,0.007045,-0.00195,0.00911,0.022182,0.066543,0.017696,-0.015967,0
JPM,2025-07-15,Financial,0.2733,0.1,0.6267,0.1733,8.5045,2025-07-15,2025-07-15,-0.005891,0.006229,0.01552,-0.011045,-0.003174,0.01043,-0.013772,-0.005891,1
JPM,2025-10-14,Financial,0.2667,0.08,0.6533,0.1867,10.024,2025-10-14,2025-10-14,0.007511,-0.0302,-0.026637,0.013459,-0.017904,-0.007935,-0.031738,0.007511,0
JPM,2026-01-13,Financial,0.2,0.0733,0.7267,0.1267,5.8185,2026-01-13,2026-01-13,-0.004831,-0.016433,-0.034961,0.002352,-0.039882,-0.073692,-0.043966,-0.004831,0
META,2023-04-26,Technology,0.3467,0.04,0.6133,0.3067,4.5657,2023-04-26,2023-04-26,0.119347,0.122897,0.092089,0.173471,0.013149,-0.005592,-0.012452,0.119347,1
META,2023-07-26,Technology,0.3333,0.06,0.6067,0.2733,4.5062,2023-07-26,2023-07-26,0.05064,0.064529,0.043666,0.012895,0.01377,-0.055869,-0.056093,0.05064,1
META,2023-10-25,Technology,0.28,0.0533,0.6667,0.2267,4.575,2023-10-25,2023-10-25,-0.02535,0.028893,0.020426,0.050348,-0.027305,-0.025594,-0.043279,-0.02535,1
META,2024-02-01,Technology,0.3,0.0333,0.6667,0.2667,4.6807,2024-02-01,2024-02-01,0.192649,0.171893,0.19989,0.22536,-0.001195,0.001672,0.02291,0.192649,1
META,2024-04-24,Technology,0.3467,0.02,0.6333,0.3267,3.8351,2024-04-24,2024-04-24,-0.101814,-0.100039,-0.065658,-0.100435,-0.004766,-0.011065,-0.03371,-0.101814,0
META,2024-07-31,Technology,0.3333,0.02,0.6467,0.3133,4.0902,2024-07-31,2024-07-31,0.06241,0.088042,0.122183,0.07475,0.008875,0.011696,0.038799,0.06241,1
META,2024-10-30,Technology,0.4133,0.0267,0.56,0.3867,3.9894,2024-10-30,2024-10-30,-0.021323,-0.05239,-0.049559,-0.070636,0.000531,0.046373,0.029956,-0.021323,0
META,2025-01-29,Technology,0.3467,0.0267,0.6267,0.32,4.1057,2025-01-29,2025-01-29,0.010169,0.037947,0.069694,0.000872,0.007686,0.092623,0.104692,0.010169,1
META,2025-04-30,Technology,0.3333,0.02,0.6467,0.3133,4.1627,2025-04-30,2025-04-30,0.03519,0.075166,0.141421,0.11092,-0.010209,0.019511,0.021201,0.03519,1
META,2025-07-30,Technology,0.42,0.0267,0.5533,0.3933,2.4003,2025-07-30,2025-07-30,0.116278,0.113089,0.105639,0.05586,-0.005583,-0.026138,-0.027359,0.116278,1
META,2025-10-29,Technology,0.4267,0.0133,0.56,0.4133,2.9987,2025-10-29,2025-10-29,-0.102349,-0.139679,-0.183957,-0.145847,-0.000174,-0.004438,0.014145,-0.102349,0
META,2026-01-28,Technology,0.3867,0.0267,0.5867,0.36,3.1671,2026-01-28,2026-01-28,0.106032,0.013661,0.004916,-0.008725,-0.0062,0.076365,0.057264,0.106032,1
MSFT,2022-10-25,Technology,0.4067,0.02,0.5733,0.3867,3.0835,2022-10-25,2022-10-25,-0.069622,-0.088684,-0.079345,-0.058623,-0.002177,0.013828,0.036041,-0.069622,0
